'NANOG';82184.1275545849;22833476.1059584;6275.70987690285
'SP1';82111.7408529519;22848681.9151561;6344.20506009819
'GATA4';81389.0149339177;31299738.2169176;5376.59395628456
'TBX5';82100.4690042257;22698340.0286106;6195.37228155825
'GATA6';81072.0123378157;54455444.5862459;3301.81306791539
'IRX5';81850.3246527056;25051680.6694012;5404.76121966516
'MYOD1';81886.3354709890;24694956.1057075;6040.83739015967
'SP4';82051.1945014402;22864957.6575162;6314.66397397151
'REST';82113.6536636259;22820233.2693983;6236.72970001737
'PAX4';82197.8620876824;22498247.9959499;6367.06498855552
'IK';82070.1959270661;22863239.9812680;6335.45587051680
'FOXO1';82241.3872149896;22352165.9545023;6353.82363348954
'FOXD3';82038.3130438905;22985091.1226441;6245.20599597535
'PITX2';82181.3642653016;22583176.9068869;6326.67078869633
'POLR3A';82116.6569640672;22805080.2887446;6317.83111134859
'POU2F1';82209.3269079965;22524607.2020598;6351.38953828053
'AHR';80860.1095918855;41509676.2313496;4299.19018171868
'AIRE';81557.3888820741;27909904.6018609;5305.31722165455
'ALX1';81102.5460667453;36304545.4012511;5066.41107188047
'ALX3';80579.3151777501;40990374.3307910;4389.23273031945
'ALX4';81594.4870301743;34791052.7393182;4625.19461078997
'ARID5B';80311.7036633877;53452214.2262356;3491.82692915010
'ARNT';80427.8754851292;41601228.2030591;4403.72995334465
'ATF1';77944.5708637658;169382998.194422;2194.24594530420
'ATF3';79225.2665553896;80844825.8687389;3369.41368541200
'ATF4';79328.9121576288;65116663.6244797;3257.15090391425
'ATF5';82001.3956469829;24504945.2936377;6023.43919613640
'ATOH1';80847.4474345881;39933303.5587984;4928.74671585601
'BACH1';81217.4364797743;35880264.1368002;4599.04150563001
'BACH2';80188.7566333812;49607348.3432275;3556.07773232773
'BARHL1';81289.6256843362;41802379.8431304;3904.84998653778
'BARHL2';81757.7338801496;29799979.7266357;4458.97068160834
'BARX1';80431.1076100456;54411944.6459680;3923.10400296068
'BARX2';81403.7842390353;33879784.7566940;4403.37807358245
'BCL6';81938.9609984282;24442550.1927114;6073.18496752209
'BDP1';81912.6272353277;23714132.4042606;6132.76003018353
'BHLHE41';78332.3735822298;85212605.6870758;2879.67664205527
'BPTF';80773.3062075550;32211094.1858839;5306.41031034539
'BRF1';80836.0577226089;37753295.7728799;4161.52439307831
'CDC5L';80850.3362895779;59201428.1049696;2965.16762658011
'CDX1';81355.0205911767;38634875.1207201;4361.45312888000
'CDX2';81744.5477566540;24434838.7516342;5927.39984570467
'CEBPA';82092.0062621734;23251606.3018893;6245.22872065615
'CEBPB';81648.9707268052;26160272.1233511;5827.67020055363
'CNOT3';81215.9955725077;30985056.3787790;5978.42149002334
'CREB1';79853.8697254621;48460202.9464496;2809.58318664672
'CREM';80024.9057150783;72073865.9387537;1824.48366219873
'CRX';80823.1070235276;37907524.1010117;4734.95410833848
'CTCF';81771.2853391682;25034846.9770800;6093.08152390088
'CTF1';80321.2964320009;44397332.7695061;4936.16399592528
'CUX1';81288.7631944010;29113170.5670281;5352.24638665653
'DEAF1';81432.0523086613;26825660.6510372;4988.28770901836
'DLX1';80190.7192526115;54517322.6971559;3961.97220269344
'DLX2';79734.2412396748;69012650.6940218;3590.73703694229
'DLX3';80846.7649034910;92496361.9256032;2468.74735698885
'DLX4';81403.7496928998;125773547.755731;1609.90690511738
'DLX5';78351.9108530496;194581549.015681;1633.25934147371
'DMBX1';78500.2716322065;76027422.2922810;3334.56123312430
'DMRT1';80203.4910587577;44721295.5330021;4586.42721166624
'DMRT2';81446.5866143639;32233907.1712366;4875.79166055218
'DMRT3';81679.0807654417;35236264.7035115;4768.68894319066
'DR1';81020.1253761493;31887029.6653455;5331.40849261173
'E2F1';80959.4980658012;39883730.4403288;4725.43848536210
'E4F1';77133.3053124301;149209390.609099;1219.31348595244
'EBF1';81507.2139187976;31678487.1794299;5837.50731218463
'EGR1';81188.2086218974;28796705.8558112;5019.78976175628
'EGR2';79406.8796539785;78825972.2114128;3253.70608835236
'EGR3';79040.9335997385;94459938.7002051;3007.87910914406
'EHF';78774.2831812926;77776127.5696847;2879.66495747691
'ELF1';81898.5893881270;26127907.1080625;5758.15428643237
'ELF2';81705.0683581203;25371018.3393927;5490.81777239573
'ELF5';81232.1961343318;36818313.4752399;5196.93855684727
'ELK4';78011.9025305752;97388901.0453462;2060.14576550279
'EMX2';77791.2141617103;126694599.291856;2078.09440911072
'EN1';80279.6467862048;47093727.0143602;4531.70319377876
'EN2';80411.0968852012;80868733.6405055;2624.62230722130
'EOMES';81056.1053250196;32711714.7804224;4876.18533173371
'EP300';80845.9572481423;31496687.0763591;5493.69777513561
'EPAS1';77717.4464298432;116161936.509030;2161.19799675856
'ERG';77528.0705540162;172772539.625352;1372.72955188711
'ESR1';82020.6014139604;23448272.8829240;6079.66451693382
'ESR2';81253.7718881470;29671796.3246028;4902.37948107424
'ESRRA';81395.8230043823;28670000.1277756;5633.96965351113
'ESRRB';81514.2375996871;27771876.2729751;5562.74079583047
'ETS1';81594.4858050857;26981309.2006933;5611.67813813978
'ETS2';81306.1812384258;30513123.6584582;5375.60700006058
'ETV7';80926.4727319576;31899887.0330099;5059.68044557065
'EVX1';79204.5978195153;97991335.3996848;2392.09774726943
'FLI1';81108.0735832268;33997024.9148110;4583.58970924099
'FOXA1';81941.3962304279;24639715.3116900;5961.13512484081
'FOXA2';82143.0282037044;22408405.9907925;6300.43790204567
'FOXC1';80422.9040826424;40424124.3828563;4775.82537861780
'FOXD1';81296.0737616117;30815603.0152951;4677.05771284272
'FOXF2';80713.3440278491;45773963.4464173;4425.78685076377
'FOXI1';82032.5091338969;23602878.3263741;6120.43380050095
'FOXJ1';81896.2810884264;23971824.9716634;6110.53759361845
'FOXJ2';82257.9246846522;22175805.8979492;6364.33783371403
'FOXL1';82080.3026078162;23537616.7606853;6119.74308121244
'FOXM1';81732.3032830479;24281879.0590247;6027.99746653629
'FOXN1';79009.4474789615;170390594.688938;1154.79642810192
'FOXO3';81927.4485806571;25092095.6599594;5911.54600749260
'FOXP1';82190.3294764694;22600326.0158627;6357.39801468549
'FOXQ1';81778.8831826103;27502483.0983093;5293.16778870526
'GABPA';80774.1161800714;32881624.5472452;4577.25291501494
'GATA2';81194.6692686081;32101294.8670902;5748.54258508543
'GATA3';82010.6416277366;23863469.6271884;6068.15848693842
'GBX2';80274.0806396604;104683693.779456;1801.73669507057
'GFI1';80792.5178691581;41336463.5234285;5243.57194587381
'GFI1B';80498.4323648933;52951674.9767671;3689.05504297198
'GLI1';81558.9052017339;26022446.0663436;5712.32330620861
'GLI2';80482.3020621796;32255463.9812436;5088.12713263482
'GLI3';81959.3660932012;23775849.0782651;6034.49259111619
'GLIS3';81580.5487885373;25678059.2824448;5102.71257313515
'GSX2';80159.8772227972;55900956.5595764;3034.82674200170
'GTF2IRD1';79702.9553651612;53550307.1874968;4251.24996346450
'GZF1';80355.5264978349;113948605.124292;1057.04853434479
'HES1';80794.8267672719;37857110.2757012;4173.47768529703
'HIC1';81832.7354768010;24587625.7490009;6054.93640029644
'HIF1A';79027.0202967993;80511361.2456776;3348.82786279467
'HINFP';77073.5189539187;391676635.252310;558.608994668896
'HLF';78926.2589809513;124560842.639936;1594.57730843281
'HLTF';79437.2358190556;101154055.643439;3017.43966362498
'HMBOX1';78701.6587438703;94173967.7105021;3097.67358075542
'HMGA1';81490.9228578785;26075985.1835637;5714.70435300530
'HMGA2';81239.0576666710;48200723.9857060;3160.45264658285
'HMX1';79687.0704499866;67911569.2357332;3500.63246463746
'HMX3';80697.8218808172;47212673.2830763;4501.29639281159
'HNF1A';82017.1414634612;24263491.4227224;5922.85495588844
'HNF1B';81228.9220319558;32464587.7009991;4663.78057411835
'HNF4A';81913.4107930134;24438032.2747009;6079.76885844891
'HOMEZ';79852.5401928056;81654876.0592210;1499.08616398408
'HOXA1';80151.0531507826;48319569.1853751;3617.16043657920
'HOXA10';81801.9325456752;27312083.6053022;5086.86928741849
'HOXA11';79871.7587049520;77072902.4596580;2282.39962009243
'HOXA13';81717.4618346931;28294389.2842762;5813.73767680214
'HOXA2';80547.6905923230;52557667.8328640;3360.04757090614
'HOXA3';79207.4925897593;72863405.6559486;2833.82087598527
'HOXA4';80355.0236164629;44295752.0359354;3920.74803844018
'HOXA6';81506.6728817434;54594565.3989348;3263.62256082248
'HOXA9';80920.0773935878;37969064.5064277;4894.99025807698
'HOXB13';80876.8489768642;33529121.4720784;4750.83252116539
'HOXB3';81154.7685240920;44899269.8273216;3541.59624209934
'HOXB4';80875.2370915804;48181026.4795369;3644.31465569397
'HOXB5';80243.5038590377;56807499.1116084;3134.91692716262
'HOXB6';81314.8199714783;44998664.1517011;2879.95405237497
'HOXB8';80937.1830655164;35214536.5123056;4330.90625904079
'HOXB9';80893.3658230379;39041653.4310572;4983.49814167710
'HOXC10';79358.3781516442;210568743.498580;1272.94782928371
'HOXC11';78722.7249500488;121955660.502526;1810.11743514833
'HOXC12';78629.9135737811;224815793.719674;791.097615597751
'HOXC13';80930.0650494419;44629813.5342005;3698.01922050632
'HOXC4';80384.1684866818;66632460.7816607;3744.29999310489
'HOXC5';81095.6391668816;46767549.5296998;3360.54475257056
'HOXC8';80630.2957484925;53650150.2797292;3635.08479131411
'HOXC9';79747.6335453147;61301855.0526523;3726.07078768633
'HOXD1';80170.3158240725;46597864.7853864;4150.98952787205
'HOXD12';79088.8082103391;311397274.744983;663.927606934984
'HOXD13';81040.3840298671;34720801.9910640;4982.18776166881
'HOXD3';79681.5001714758;73398708.1988844;3389.00153510887
'HOXD9';81320.3657505691;36266860.7186650;4486.45282214140
'HSF1';81053.1792173653;36678092.1597698;4941.71995987143
'HSF2';80555.3491724915;43627058.0137683;4896.87113268452
'IL10';81043.9436970271;36833655.5004054;5092.11945273002
'INSM1';81328.3889264032;30202770.2743902;5320.67529095608
'IRF1';81905.0387418899;23759888.1427809;6026.97260189689
'IRF2';81942.9615466790;24432307.6936317;5856.43400796702
'IRF3';81533.8784570610;28088439.6806035;5613.42600827187
'IRF7';81258.4369528864;32490903.1746674;3926.39513419462
'IRF8';80671.2830816726;40024190.5532444;5225.71124199994
'IRX2';81699.2987885964;27319208.0835402;5070.56888849714
'IRX4';81550.6348589309;33182209.2077006;5259.67812827598
'ISL1';80362.3195721045;114701864.408405;1491.71842549335
'ISX';78445.9836247581;144662376.043221;2150.13072307359
'KLF15';81934.0546549498;23735464.9875374;6198.54319545602
'LEF1';80358.4358996325;38018802.7761117;4659.66750251395
'LHX3';81619.3668819063;28763289.6055130;5571.32874093207
'LHX4';80071.2526529196;73756948.9840305;3152.68271131966
'LHX5';81088.5312660044;39306440.6349523;4626.90493002464
'LHX8';79429.7686350152;89390972.2040753;2373.03759286335
'LMX1A';81156.8932265371;35828532.8598891;4501.36539835194
'LMX1B';80886.6354158265;35289428.0607407;4890.02138465688
'LTF';77936.5732638609;125776141.399220;2006.05513526665
'MAF';81675.5564511972;26196424.8793607;5917.01746790675
'MAX';81482.9027646314;28007198.8696498;5015.41684397690
'MAZ';82032.9748313330;23440280.6341976;6219.59689136317
'MECOM';80233.4236219873;50760563.1178083;4661.52697709946
'MEF2A';81498.5911125547;27062511.3383367;5708.31998263745
'MEIS1';81558.3442025316;26441827.9137325;5646.64314156807
'MEIS2';79621.2406609095;57658988.2374984;4161.15158443845
'MEOX1';80630.5422708765;61970744.5157445;3252.85068084145
'MNX1';78170.0895356993;139089953.464220;1941.20472129047
'MSX1';80949.5020311272;37606031.8755093;4364.70134269419
'MSX2';81122.7342322276;57591233.3669654;2529.46503060167
'MTERF';80993.5944837619;47738531.4152906;3731.18917723864
'MTF1';81544.8634974465;26164291.0632319;5903.59137601682
'MYB';81422.3023413509;26505197.2338760;5801.50131225761
'MYCN';81177.3318191897;31655696.4328798;4631.09783864025
'MZF1';82047.8577075996;23847165.8621493;6004.51881955702
'NEUROD1';81840.6633853178;24597588.5216708;5875.03698372239
'NF1';80545.1942386260;38082181.0824233;4943.78055698828
'NFATC1';81439.9338257387;31972518.1814602;5042.52795645936
'NFATC4';81734.6874467503;25946832.4324268;5735.47915602798
'NFE2';80619.8059900917;37660845.6918829;4555.27211943453
'NFE2L1';80787.0237584258;45790523.3644703;4175.55017898486
'NFE2L2';81843.8045153868;25282540.0563678;5958.69859120542
'NFIL3';81089.3740853406;32591782.7940502;4472.77960207384
'NFKB1';81222.2368017765;31531390.6039401;5443.05888526728
'NFYA';80318.9433758627;42149387.7548049;4907.08969891682
'NHLH1';81502.7765010459;29333603.8302622;5731.61852638144
'NKX2-1';79800.6714698065;55257525.8014176;3537.99416859397
'NKX3-1';82098.2439661156;24834540.5569553;5534.30586965846
'NR1H4';80799.7410993681;53684977.4539770;3721.10423303376
'NR1I2';79869.6953354034;72496065.9596612;3396.66127998985
'NR2C2';82060.5102996442;23547300.7032897;5981.37599007870
'NR2F1';80368.8246304721;46745115.9318614;4876.15446820505
'NR2F2';82135.5597995423;22850299.7296902;6193.62051541028
'NR3C1';81858.8354348569;24476315.5557549;5968.42622185932
'NR4A1';80322.7784300584;44427303.4004330;4576.65088179769
'NR6A1';81572.2480478534;28636129.6877857;5324.79955191039
'NRF1';79654.0197344401;58902936.7801960;4052.00925564867
'ONECUT1';81254.5420782435;33927831.7937307;5024.20205516287
'OTP';79869.5531644396;81841120.2293774;3070.54673516613
'OTX1';79340.8240876437;62451430.8662143;4104.75838669178
'OTX2';80997.9433460092;32085855.6362811;4957.62058999427
'PARP1';81128.9837013612;39098722.8836181;3946.51680116630
'PATZ1';81811.4716972802;24069457.5182968;6040.97752320241
'PAX1';78025.5328879275;172674998.807926;1525.77492077548
'PAX2';80057.5882282633;71404265.3090425;3318.53112031277
'PAX3';77988.4301769566;99310756.3571221;1664.32350446975
'PAX5';82130.8866694361;21951938.2791872;5872.80924444032
'PAX6';82177.6254876268;25291690.6131476;5881.52223623112
'PAX7';80290.0241121127;90381143.9139372;2636.99345359183
'PAX8';79550.0676886302;60072917.2494317;3859.48782703543
'PBX1';81606.2465484526;26712257.7150720;5621.11764553897
'PDX1';81984.4170791343;24318686.0199590;6069.07675787865
'PEBP1';80532.5774688474;43185557.3616354;4202.95598084808
'PGR';81832.0700084845;25241954.3610641;5997.41629226110
'PHOX2A';81993.5990112950;45220666.8597169;3019.90189565700
'PHOX2B';78275.3435117010;92728607.4915421;3344.58841327632
'PITX1';81059.9964563974;32046633.2500709;4621.51698120589
'PITX3';79744.8378348044;48440352.7838360;4681.23632066584
'PKNOX1';79582.5317992545;55231827.7574309;4423.10895659189
'PKNOX2';79877.5337157696;50609204.3168606;4362.20472667094
'PLAG1';81872.8841210017;23966194.4698044;6155.03501244042
'POU1F1';81925.1650790145;25064808.7897600;6083.87198145270
'POU2F2';81606.1846089783;27754581.7610499;5063.89050543305
'POU2F3';80956.0050423494;36175292.8469803;4898.76713722148
'POU3F2';82173.3403599977;23004011.6862274;6129.12903551839
'POU4F3';81202.1883295060;38075491.8403996;4551.75769280530
'POU6F1';81868.0096294803;24452099.9596045;5772.38216137351
'PPARA';81764.2816925912;26273597.4854548;5865.50766450250
'PPARG';81951.4387724594;24365852.9238562;6064.55876559353
'PRDM1';81253.5583892805;32031129.8147991;5938.49952561792
'PROP1';79960.8879932501;58323662.1739940;3780.20039617808
'PURA';81828.0700776940;24632636.3767114;5520.46784891297
'RAX';80307.9174463181;119725377.285825;1750.33975274887
'RBPJ';78927.9218463022;83328958.2706951;2811.76595640110
'REL';79750.3449436031;50184841.6352701;4651.46277398719
'RELA';79478.4238664509;45166834.3341269;4649.08057995142
'RFX1';79816.8530498227;52300568.3610791;4637.80623708113
'RORA';79696.6440559857;62349907.7539361;3977.84636940271
'RREB1';82140.1724533591;22566744.3572372;6349.26381153944
'RUNX1';82041.6881996120;23798195.2018934;5841.78463853258
'SATB1';81780.7529699494;27253498.6873832;5082.66540984016
'SF1';81401.4133075032;28915173.8412711;5212.78642990915
'SHOX2';81541.0115045999;40225608.8578265;2351.56483256363
'SIX1';79010.4308891492;77449548.7390461;2881.02310035540
'SIX2';80406.7919286443;41855283.3773067;4116.36724658529
'SIX3';80764.3798908235;34007996.3791095;5208.51177777502
'SIX4';79804.8824939465;54139516.2761449;3549.39361753794
'SIX6';78853.3409418716;65100973.2959476;3660.84268450009
'SMAD1';81904.5330996259;24090895.7192269;5867.90746042583
'SMAD3';81631.3326089392;27570898.4582125;5348.91696146904
'SMAD4';81593.8689098220;28421441.7071056;5290.27660333670
'SOX17';80584.1951908480;38543943.2996996;3947.91669785505
'SOX5';81564.7069721785;30474098.4458488;3761.12079394618
'SOX9';81977.8110750212;23557992.3676114;6037.01330345340
'SP2';81118.8075057356;32012874.7111408;5515.34511414216
'SP3';81189.0280432972;33160114.5149598;5414.67393380798
'SPIB';81563.1295502172;28191244.2615508;5436.28569633413
'SPZ1';81987.5515618738;22755012.2892056;5607.71590673207
'SREBF1';81949.1277118161;23359653.3442884;6255.29694234270
'SREBF2';80711.1742743419;37084506.7318020;5323.51279591967
'SRF';81865.3735516715;24696565.1242738;5943.46438342200
'STAT1';82036.5432757532;23098635.6871041;6246.32686472922
'STAT3';82040.7589871572;24256408.8428236;6119.10687645332
'STAT4';81692.8498037917;28803575.2493027;5604.21230302705
'STAT5A';80674.7383767708;39644203.1902243;5318.17185484095
'STAT5B';81890.5256702130;24716557.4475560;4753.33503412360
'T';80438.2139442632;46939197.6544048;3699.59692182513
'TAL1';82127.9992419424;22938285.7437041;6239.38968339383
'TBP';79163.8916539843;87084723.1930960;2494.22307232045
'TBX15';81713.9778172034;27229950.6645895;5449.42113956331
'TBX18';79627.5660131996;61269052.9752408;4127.81797159285
'TCF12';81106.8147804264;36861334.5221088;5096.85030145379
'TCF3';81219.6898901603;32057497.5894970;5729.61823676406
'TCF4';80151.7200215648;50428068.2186795;3690.43631877637
'TEAD1';81601.1379114177;25486454.4635935;4839.65650456262
'TEF';81875.5146509417;24830828.4095462;5857.41477451967
'TERF1';80087.0335238879;41962770.6407839;3979.28829500561
'TFAP2A';82059.1500057739;23211057.2953015;6260.12128856543
'TFAP4';82235.0045214060;22062836.2225151;6168.74024379253
'TFCP2';81179.3604406925;33236646.9811192;5622.49841859846
'TGIF2';81129.7314046098;41590976.9259305;3878.07702703241
'TP53';81906.0051033665;23786501.2090032;5991.12265540605
'TP63';77666.8909882474;131002550.492201;2641.17707835700
'TRIM28';81846.5214854759;24729664.0477887;6016.05623936785
'TTF1';80246.2501934559;49870478.5168825;4764.07314457349
'VAX1';79292.5631418982;77389499.1582242;2853.19629121201
'VAX2';83065.4821329790;47426701.3888477;2077.95179980812
'VDR';81855.0055182749;23857697.0859963;6171.44317012037
'VSX1';80449.6937747344;49012275.1737875;3918.84822058792
'VSX2';80568.8547180175;66018144.4158723;2283.88949182732
'WT1';81884.5361328297;24490514.2320569;5953.07268043724
'XBP1';79658.8186065972;73065105.7064945;2661.67869124796
'YY1';81929.3207353099;23590015.5970317;6132.46359635896
'ZBTB18';81284.8388705562;33535443.3302214;5208.72534449863
'ZBTB6';80978.7725945537;39498483.3551160;4595.93133687944
'ZBTB7A';80557.0714032094;41801579.0765096;4834.19104148398
'ZEB1';82043.6805107155;23111305.7633534;6230.98698586698
'ZFP42';80727.0311209613;40045141.8771479;5000.34754107312
'ZIC1';79808.3923517556;55116907.1529781;3429.82409560426
'ZIC2';81321.0875303854;32202592.1602729;5223.97644544424
'ZNF143';82025.6579712253;23507819.0144506;6168.14294321119
'ZNF219';82059.6500652537;23139794.4107215;6252.98554801357
'ZNF263';82093.9598479836;22924493.0558491;6291.19926599551
'ZNF350';81679.9570654044;25714078.4128198;5794.50914232640
'ZNF628';81109.3971198888;40514346.4301603;4084.58590461833